image,country,state,city,title,start_rating,start_reviews,address,neighborhood,phone,website,start_price,hublyz_reviews,hublyz_ratings,hublyz_price,Mon,Tue,Wed,Thu,Fri,Sat,Sun
default,United States Of America,WI,Milwaukee,Revel Bar,3,6,"2246 S Kinnickinnic Ave Milwaukee , WI  53207",Bay View,(414) 885-1615,http://www.revelbayview.com/,$$$,,,,,,,,,,
default,United States Of America,WI,Milwaukee,Klik Launja,4,1,"606 S 5th St Milwaukee , WI  53204",Walker's Point,(414) 732-8453,,,,,,5:00 pm-12:00 am,Closed,5:00 pm-2:00 am,Closed,5:00 pm-12:00 am,5:00 pm-2:00 am,Closed
default,United States Of America,WI,Milwaukee,The Vapeology Lounge,0,159,"522 N Water St Milwaukee , WI  53202","East Town, Downtown",(414) 622-1335,http://thevapeologylounge.com,,,,,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-12:00 am,10:00 am-12:00 am,Closed
default,United States Of America,NC,Raleigh,Shahrazad Hookah Lounge & Coffee,4,24,"3823 Hillsborough St Raleigh , NC  27607",,(919) 856-8559,http://www.hookahbarraleigh.com,$$$,,,,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am
default,United States Of America,NC,Raleigh,Sahara CafÇ,4,27,"702 W Peace St Raleigh , NC  27605",,(919) 832-8000,http://www.saharahookahcafe.com,$$$,,,,2:00 pm-4:00 am,2:00 pm-4:00 am,2:00 pm-4:00 am,2:00 pm-4:00 am,2:00 pm-4:00 am,2:00 pm-4:00 am,2:00 pm-4:00 am
default,United States Of America,NC,Raleigh,Nara Lounge,4,13,"2500 Hillsborough St Raleigh , NC  27607",,(919) 664-8244,http://naraofraleigh.com,$$$,,,,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-3:00 am,12:00 pm-3:00 am,12:00 pm-2:00 am
default,United States Of America,NC,Raleigh,Paradise Hookah Lounge,1.5,7,"3629 Capital Blvd Raleigh , NC  27604",,(919) 615-3305,,$$$,,,,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-3:00 am,3:00 pm-5:00 am,3:00 pm-5:00 am,3:00 pm-3:00 am
default,United States Of America,OH,Cleveland,Aloosh Hookah Bar,4,4,"3359 W 117th St Cleveland , OH  44111",West Boulevard,(216) 215-9000,,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,Closed
default,United States Of America,OH,Cleveland,Hookah Vapor,3,3,"11626 Madison Ave Cleveland , OH  44102",Edgewater,,,$$$,,,,,,,,,,
default,United States Of America,OH,Cleveland,Taj Mahal Hookah,3.5,3,"3783 W 117 Cleveland , OH  44111",West Boulevard,(216) 671-3388,,$$,,,,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-4:00 am,10:00 am-4:00 am,10:00 am-2:00 am
default,United States Of America,OR,Salem,Qush Hookah,5.5,32,"13075 SW Pacific Hwy Tigard , OR  97223",,(503) 352-9357,http://qushhookah.com/,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-2:00 am
default,United States Of America,OR,Salem,Beirut Hookah Lounge,3,13,"8860 SW Hall Blvd Portland , OR  97223",Southwest Portland,(503) 746-7460,http://www.beiruthookahlounge.com,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am
default,United States Of America,OR,Salem,Mr Hookah Cafe,3,4,"2405 SW 5th Ave Portland , OR  97201","Southwest Portland, South Portland",(503) 477-7261,,,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,5:00 pm-2:00 am
default,United States Of America,MN,Saint Paul,Maharaja?s Gifts,1.5,6,"205 7th St W Saint Paul , MN  55102",Downtown St. Paul,(651) 292-1623,,$$$$,,,,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,12:00 pm-6:00 pm
default,United States Of America,MN,Saint Paul,Taha Hookah,-0.5,5,"6426 Cahill Ave Inver Grove Heights , MN  55076",,(952) 258-9185,,,,,,7:00 pm-11:00 pm,7:00 pm-11:00 pm,7:00 pm-11:00 pm,7:00 pm-11:00 pm,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am
default,United States Of America,NC,Durham,Mosaic Wine Lounge,3.5,75,"517 W Jones St Raleigh , NC  27603",,(919) 829-5886,http://www.mosaicwinelounge.com,$$$,,,,8:00 pm-2:00 am,Closed,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,8:00 pm-2:00 am
default,United States Of America,NC,Durham,Tobacco Barn & Hookah Lounge,4,7,"2 Dixie Trl Raleigh , NC  27607",,(919) 828-5680,http://www.tobacco-barn.net,$$$,,,,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-4:00 am,9:00 am-4:00 am,9:00 am-2:00 am
default,United States Of America,MA,Cambridge,Stanza Dei Sigari,4,178,"292 Hanover St Boston , MA  02113",North End,(617) 227-0295,http://www.stanzadeisigari.com,$$$$,,,,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am
default,United States Of America,MA,Cambridge,Koullshi,3.5,46,"73 Main St Charlestown , MA  02129",Charlestown,(617) 242-6010,,$$$$$,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am
default,United States Of America,NC,Charlotte,Hookah Hotspot,4.5,5,"2600 Central Ave Charlotte , NC  28205",Plaza Midwood,(704) 919-0443,,$$$,,,,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,1:00 pm-11:00 pm
default,United States Of America,NC,Charlotte,Stache House Bar & Lounge,3.5,35,"1520 S Blvd Ste 120 Charlotte , NC  28203","South End, Dilworth",(980) 335-0530,http://stachehouseclt.com/,$$$,,,,Closed,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am
default,United States Of America,OR,Portland,Mr Hookah Cafe,3.5,4,"2405 SW 5th Ave Portland , OR  97201","Southwest Portland, South Portland",(503) 477-7261,,,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,5:00 pm-2:00 am
default,United States Of America,OR,Portland,Qush Hookah,5.5,32,"13075 SW Pacific Hwy Tigard , OR  97223",,(503) 352-9357,http://qushhookah.com/,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-2:00 am
default,United States Of America,OR,Portland,Mr Vape Smokeshop and Lounge,5,2,"3060 SW 87th Ave Portland , OR  97225",Southwest Portland,(503) 705-6056,,$$$,,,,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,Closed
default,United States Of America,MD,Baltimore,Sky Hookah Lounge,4.5,5,"523 Mcelderry St Baltimore , MD  21202",Oldtown,(410) 989-7777,http://skyloungemd.com/,$$$,,,,Closed,Closed,8:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-4:00 am,8:00 pm-4:00 am,5:00 pm-1:00 am
default,United States Of America,MD,Baltimore,Little Morocco Cafe,3,15,"3314 Eastern Ave Baltimore , MD  21224",Highlandtown,(410) 675-8400,http://littlemoroccomd.com/,$$$,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-2:00 am
default,United States Of America,MD,Baltimore,Bosphorus Mediterranean Bistro,3.5,29,"5716 York Rd Baltimore , MD  21212",Rosebank,(410) 323-0300,http://www.bosphorusbistro.com,$$$,,,,3:00 pm-10:00 pm,3:00 pm-10:00 pm,3:00 pm-10:00 pm,3:00 pm-11:00 pm,3:00 pm-11:00 pm,3:00 pm-11:00 pm,3:00 pm-10:00 pm
default,United States Of America,MD,Baltimore,Arabian Nights,2.5,22,"1027 Light St Baltimore , MD  21230",Federal Hill,(443) 438-7417,http://www.arabiannightslounge.net,$$$,,,,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-3:00 am,7:00 pm-4:00 am,7:00 pm-4:00 am,7:00 pm-2:00 am
default,United States Of America,MD,Baltimore,Lucy Sports Cafe,5,1,"312 Park Ave Baltimore , MD  21201",Downtown,(443) 527-3362,,$$$$,,,,,,,,,,
default,United States Of America,FL,Miami Beach,SAND Miami,0.5,3,"1059 Collins Ave Ste 108 Miami Beach , FL  33139",,(305) 890-6989,,,,,,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-8:00 pm
default,United States Of America,FL,Miami Beach,Voodoo Rooftop & Hookah Lounge,2.5,4,"928 Ocean Drive Miami Beach , FL  33139",,(305) 763-8212,http://voodoo.miami,$$$,,,,10:00 am-5:00 am,10:00 am-5:00 am,10:00 am-5:00 am,10:00 am-5:00 am,10:00 am-5:00 am,10:00 am-5:00 am,10:00 am-5:00 am
default,United States Of America,NY,Flushing,Taipan Fusion Restaurant and Hookah Lounge,3,91,"184-22 Horace Harding Expy Fresh Meadows , NY  11365","Flushing, Fresh Meadows",(718) 886-1291,http://taipanhalalfusion.com/,$$$,,,,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,12:00 pm-11:00 pm,12:00 pm-11:00 pm
default,United States Of America,CA,Davis,The Kasbah Lounge,3.5,296,"2115 J St Sacramento , CA  95816",Midtown,(916) 442-4388,http://www.kasbahlounge.com,$$$,,,,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-1:00 am,5:00 pm-3:00 am,5:00 pm-3:00 am,5:00 pm-12:00 am
default,United States Of America,CA,Davis,Darna Hookah Lounge,4.5,75,"907 Howe Ave Sacramento , CA  95825",Arden-Arcade,(916) 758-8181,,$$$,,,,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,7:00 pm-1:00 am
default,United States Of America,CA,Davis,The Hookah Experience,5.5,30,"8714 La Riviera Dr Sacramento , CA  95826",,(831) 869-7583,,$$,,,,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am
default,United States Of America,FL,Fort Lauderdale,Rock N Hookah,3.5,15,"5791 Seminole Way Fort Lauderdale , FL  33314",,(954) 584-3303,,$$$,,,,,,,,,,
default,United States Of America,MI,Detroit,Hookah Joe,3.5,10,"734 S Washington Ave Royal Oak , MI  48067",,(248) 414-6113,,$$$,,,,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-4:00 am,3:00 pm-4:00 am,5:00 pm-2:00 am
default,United States Of America,MI,Detroit,Tarboosh Hookah Lounge,5.5,15,"4939 Rochester Rd Troy , MI  48085",,(248) 688-9610,http://www.tarbooshhookah.com,$$,,,,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am
default,United States Of America,NY,Long Island City,Tantra Lounge,3.5,54,"35-50 31 St Astoria , NY  11106",Astoria,(718) 937-4574,http://tantraloungenyc.com/,$$$,,,,Closed,Closed,Closed,10:00 pm-4:00 am,10:00 pm-4:00 am,10:00 pm-4:00 am,Closed
default,United States Of America,AZ,Scottsdale,Oasis Cafe,4.5,35,"4441 N Buckboard Trl Scottsdale , AZ  85251",,(480) 751-5362,,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,4:00 pm-3:00 am,5:00 pm-3:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,3:00 pm-3:00 am
default,United States Of America,AZ,Scottsdale,Pita House,3.5,131,"7210 E 1st Ave Scottsdale , AZ  85251",,(480) 425-9200,http://www.pitahouseaz.com,$$$,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am
default,United States Of America,AZ,Scottsdale,Vertigo Hookah Lounge & Cafe,5,33,"1320 E Broadway Rd Ste 102 Tempe , AZ  85281",,(480) 878-5441,,$$,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-3:00 am,5:00 pm-3:00 am,8:00 pm-1:00 am
default,United States Of America,AZ,Scottsdale,Al Omda Hookah,3.5,31,"818 W Broadway Rd Ste 111 Tempe , AZ  85282",,(480) 966-4665,,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-2:00 am
default,United States Of America,AZ,Scottsdale,White Cloud Hookah,5,41,"1423 S Country Club Dr Ste 3 Mesa , AZ  85210",,(480) 269-0417,http://whitecloudhookah.com/,$$$,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,12:00 pm-1:00 am
default,United States Of America,AZ,Scottsdale,Mozza Hookah Lounge,5.5,7,"1749 W Main st Ste 3 Mesa , AZ  85201",,(480) 336-0824,,$$$,,,,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-12:00 am
default,United States Of America,AZ,Scottsdale,HoookahMania,4,32,"1290 N Scottsdale Rd Tempe , AZ  85281",,(480) 829-4959,http://www.hoookahmania.com/,$$$,,,,5:00 pm-12:30 am,5:00 pm-12:30 am,5:00 pm-12:30 am,5:00 pm-12:30 am,5:00 pm-2:30 am,5:00 pm-2:30 am,5:00 pm-12:30 am
default,United States Of America,AZ,Scottsdale,Xhale Hookah Lounge,3.5,12,"1614 E Bell Rd Phoenix , AZ  85022",,(602) 626-7935,,$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am
default,United States Of America,CA,Studio City,Vibe Cafe,4.5,535,"14919 Ventura Blvd Sherman Oaks , CA  91403",Sherman Oaks,(818) 501-2700,http://www.vibecafeshermanoaks.com,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-3:00 am,5:00 pm-3:00 am,5:00 pm-2:00 am
default,United States Of America,VA,Alexandria,Zikrayet Lebanese Restaurant & Lounge,3,152,"2006 Eisenhower Ave Alexandria , VA  22314",,(703) 838-2008,http://www.zikrayet.com,$$$,,,,11:00 am-1:30 am,11:00 am-1:30 am,11:00 am-1:30 am,11:00 am-1:30 am,11:00 am-1:30 am,12:00 pm-1:30 am,12:00 pm-1:30 am
default,United States Of America,TX,Houston,Lit Hookah Lounge,0.5,13,"4550 Fm 1960 Rd E Humble , TX  77346",,(281) 812-6200,,,,,,,,,,,,
default,United States Of America,TX,Houston,Faris Restaurant & Hookah,0.5,13,"20240 Park Row Dr. Ste J Katy , TX  77449",,(281) 717-4025,,,,,,11:00 am-12:30 am,11:00 am-12:30 am,11:00 am-12:30 am,11:00 am-12:30 am,11:00 am-12:30 am,11:00 am-12:30 am,11:00 am-12:30 am
default,United States Of America,TX,Houston,Dani?s Diner,0,6,"6401 Park Way Sugar Land , TX  77498",,,,,,,,,,,,,,
default,United States Of America,TX,Houston,Ameer Mediterranean Grill & Cafe,-0.5,30,"1227 Bay Area Blvd Webster , TX  77058",South Belt/Ellington,(281) 461-7777,http://www.ameermediterranean.com,,,,,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm
default,United States Of America,TX,Houston,Omar?s Hookah & Grill,4.5,1,"1803 N Fry Rd Houston , TX  77084",,(281) 829-3131,,,,,,,,,,,,
default,United States Of America,TX,Houston,Red Myst,3,3,"18039 FM 529 Rd Ste E Cypress , TX  77433",,(713) 489-3996,http://www.redmysthookahcafe.com,$$$,,,,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-3:59 am,6:00 pm-3:59 am,6:00 pm-3:00 am
default,United States Of America,TX,Houston,Sky Hookah Lounge,5,8,"2505 Hwy 6 Ste B Houston , TX  77082",West Oaks,(832) 460-8307,,$$,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am
default,United States Of America,TX,Houston,Alhambra Hookah Lounge,0,18,"16516 Sea Lark Rd Houston , TX  77062",Clear Lake,(832) 224-4565,,,,,,Closed,Closed,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-12:00 am
default,United States Of America,TX,Houston,Cafe Mawal Mediterranean Grill,3.5,30,"1227 Bay Area Blvd Houston , TX  77058",Clear Lake,(281) 461-1212,,$$$,,,,10:30 am-12:30 am,10:30 am-12:30 am,10:30 am-12:30 am,10:30 am-12:30 am,10:30 am-2:00 am,10:30 am-2:00 am,10:30 am-2:00 am
default,United States Of America,TX,Houston,Fatoush Grill & Cafe,3.5,88,"16310 FM 529 Houston , TX  77095",,(832) 593-7771,,$$$,,,,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-1:00 am
default,United States Of America,TX,Houston,Oraby Mediterranean Grill and Hookah Cafe,3.5,36,"22432 Tomball Pkwy Ste 432 Houston , TX  77070",,(281) 246-1542,http://www.orabyhookahcafe.com,$$$,,,,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-1:00 am
default,United States Of America,TX,Houston,Aby Hookah Lounge,0,31,"6427 Hillcroft Houston , TX  77081",Gulfton,(281) 974-2126,,,,,,,,,,,,
default,United States Of America,TX,Houston,Five Nine Lounge,0.5,6,"11786 S WIlcrest Dr Houston , TX  77099",,(832) 672-7859,http://www.fiveninelounge.com,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am
default,United States Of America,TX,Houston,FOG LOUNGE,3.5,6,"867 Dulles Ave Ste E Stafford , TX  77477",,(832) 867-3737,http://www.hookahcafe.us/,$$,,,,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-12:00 am
default,United States Of America,TX,Houston,KornBreads 2k VIP Lounge,0.5,30,"9373 Richmond Houston , TX  77063",,(713) 628-5063,http://Www.kornbreads2k.com,,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am
default,United States Of America,TX,Houston,Skyline Hookah Lounge,4,4,"10541 Fm-1960 W Ste 150 Houston , TX  77070",,(832) 604-6253,https://www.skylinehookahloungehouston.com/,,,,,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am
default,United States Of America,TX,Houston,The Cave Hookah Lounge,5,15,"18855 W Little York Ste 500 Katy , TX  77449",,(832) 638-7292,http://www.cavehookahlounge.com,$$$,,,,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-1:00 am
default,United States Of America,TX,Houston,Riviera Hookah Lounge,0,23,"3455 S Dairy Ashford Houston , TX  77082",,(281) 741-7462,,,,,,,,,,,,
default,United States Of America,TX,Houston,Sahara Tales,0,59,"11138 Westheimer Rd Houston , TX  77042",Westchase,(832) 970-7544,,$$,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am
default,United States Of America,TX,Houston,Rowdy?s Sports Bar & Grill,-0.5,6,"11768 Beechnut St Houston , TX  77072",Alief,(281) 123-4567,,$$$,,,,Closed,Closed,Closed,Closed,7:00 pm-2:00 am,11:00 am-2:00 am,11:00 am-11:00 pm
default,United States Of America,TX,Houston,Pure,2.5,9,"505 Main St Houston , TX  77002","Fourth Ward, Downtown",(713) 222-7873,,$$$,,,,,,,,,,
default,United States Of America,TX,Houston,Shahrazade Cafe and Grill,4.5,9,"13711 Westheimer Rd Ste Z Houston , TX  77077",West Oaks,(281) 741-2569,http://shahrazadecafe.com/,$$$,,,,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-1:00 am
default,United States Of America,TX,Houston,Twenty Past Four,3,8,"11534 Astoria Blvd Houston , TX  77089",South Belt/Ellington,(281) 741-4536,,$$,,,,12:00 am-10:00 pm,12:00 am-10:00 pm,12:00 am-10:00 pm,Open 24 hours,Open 24 hours,Open 24 hours,Sat-10:00 pm
default,United States Of America,TX,Houston,Desi Korner Lounge,4,4,"6626 SW Fwy Houston , TX  77036",,(713) 781-1488,,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am
default,United States Of America,TX,Houston,Cafe Layal Westheimer,3.5,14,"12102 Westheimer Rd Houston , TX  77077",Westchase,(281) 920-4822,http://www.cafelayalwestheimer.com,$$$,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-2:00 am
default,United States Of America,FL,Miami,Homestead Cigars and Hookah,2,1,"2010 NE 8th St Homestead , FL  33033",,(305) 245-5808,,,,,,,,,,,,
default,United States Of America,FL,Miami,Doral Hookah,4.5,1,"7884 NW 52nd St Doral , FL  33166",,(305) 549-8861,,,,,,,,,,,,
default,United States Of America,FL,Miami,Baba Ghanouj,5,6,"4995 sw 148th ave Davie , FL  33331",,(954) 530-4435,http://www.babaghanoujmiami.com,$$$,,,,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-12:00 am
default,United States Of America,FL,Miami,Red Pelican Bar and Hookah Lounge,0,4,"230 N Broadwalk Hollywood , FL  33019",,(786) 702-3904,,,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am
default,United States Of America,FL,Miami,"Hookah, Tobacco and Sun",0,3,"1008 East 8th Ave Hialeah , FL  33010",,(305) 231-0095,,,,,,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,Closed,2:00 pm-12:00 am
default,United States Of America,FL,Miami,Sunset Cigar?s and Hookah?s,0.5,3,"8746 SW 72 St Miami , FL  33173",,(305) 596-2201,,$$$,,,,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-9:00 pm,11:00 am-8:00 pm,12:00 pm-5:00 pm
default,United States Of America,FL,Miami,Good Gaming Hookah Lounge,-0.5,4,"13627 NW 7th ave Miami , FL  33168",,(305) 300-6280,,,,,,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am
default,United States Of America,FL,Miami,Layali Miami Lebanese Restaurant & Hookah Lounge,3.5,91,"11402 NW 41st St Ste 115 Doral , FL  33178",,(305) 403-0188,http://www.layalimiami.com,$$$,,,,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-12:00 am,12:00 pm-12:00 am,Closed
default,United States Of America,CA,Pasadena,Hookah G,0.5,177,"2641 S Hill St Los Angeles , CA  90007",Historic South Central,(213) 749-1430,http://www.hookahg.com,,,,,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,Closed,Closed
default,United States Of America,CA,Pasadena,Falak Hookah Lounge,3.5,93,"6518 Greenleaf Ave Ste 14 Whittier , CA  90601",,(562) 945-8888,http://falak.info,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am
default,United States Of America,CA,Pasadena,The Atmosphere,5,51,"4608 San Fernando Rd Glendale , CA  91204",Glendale,(818) 484-5384,http://theatmospherelounge.com,$$$,,,,11:30 am-12:30 am,11:30 am-12:30 am,11:30 am-12:30 am,11:30 am-12:30 am,11:30 am-1:30 am,1:00 pm-1:30 am,1:00 pm-12:30 am
default,United States Of America,CA,Pasadena,Leon Cafe & Lounge,4.5,425,"2519 Canada Blvd Glendale , CA  91208",Glendale,(818) 243-4585,http://leoncafeandlounge.com,$$$,,,,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-12:00 am
default,United States Of America,CA,Pasadena,LA Hookah Lounge,4,24,"5468 Valley Blvd Los Angeles , CA  90032",El Sereno,(818) 844-7050,,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-4:00 am,5:00 pm-4:00 am,5:00 pm-2:00 am
